speed,iso,dist,C_M,L_90,mtf_h,mtf_v,bew_h,bew_v,sigma_motion,width_mm,detected
60,1600,2.5,0.018,255.0,0.13339874999999995,0.14011597222222222,6.047791666666667,6.487361111111111,,0.1,0
60,1600,2.5,0.018,255.0,0.13339874999999995,0.14011597222222222,6.047791666666667,6.487361111111111,,0.2,0
60,1600,2.5,0.018,255.0,0.13339874999999995,0.14011597222222222,6.047791666666667,6.487361111111111,,0.3,0
60,1600,2.5,0.018,255.0,0.13339874999999995,0.14011597222222222,6.047791666666667,6.487361111111111,,0.4,0
60,1600,2.5,0.018,255.0,0.13339874999999995,0.14011597222222222,6.047791666666667,6.487361111111111,,0.5,0
60,1600,2.5,0.018,255.0,0.13339874999999995,0.14011597222222222,6.047791666666667,6.487361111111111,,0.6,0
60,1600,2.5,0.018,255.0,0.13339874999999995,0.14011597222222222,6.047791666666667,6.487361111111111,,0.7,0
60,1600,2.5,0.018,255.0,0.13339874999999995,0.14011597222222222,6.047791666666667,6.487361111111111,,0.8,0
60,1600,2.5,0.018,255.0,0.13339874999999995,0.14011597222222222,6.047791666666667,6.487361111111111,,0.9,0
60,1600,2.5,0.018,255.0,0.13339874999999995,0.14011597222222222,6.047791666666667,6.487361111111111,,1.0,0
60,1600,3.5,0.0737,255.0,0.14927124999999997,0.1790420833333333,3.761416666666667,3.6050833333333334,1.0671859380747701,0.1,0
60,1600,3.5,0.0737,255.0,0.14927124999999997,0.1790420833333333,3.761416666666667,3.6050833333333334,1.0671859380747701,0.2,0
60,1600,3.5,0.0737,255.0,0.14927124999999997,0.1790420833333333,3.761416666666667,3.6050833333333334,1.0671859380747701,0.3,0
60,1600,3.5,0.0737,255.0,0.14927124999999997,0.1790420833333333,3.761416666666667,3.6050833333333334,1.0671859380747701,0.4,0
60,1600,3.5,0.0737,255.0,0.14927124999999997,0.1790420833333333,3.761416666666667,3.6050833333333334,1.0671859380747701,0.5,0
60,1600,3.5,0.0737,255.0,0.14927124999999997,0.1790420833333333,3.761416666666667,3.6050833333333334,1.0671859380747701,0.6,0
60,1600,3.5,0.0737,255.0,0.14927124999999997,0.1790420833333333,3.761416666666667,3.6050833333333334,1.0671859380747701,0.7,1
60,1600,3.5,0.0737,255.0,0.14927124999999997,0.1790420833333333,3.761416666666667,3.6050833333333334,1.0671859380747701,0.8,1
60,1600,3.5,0.0737,255.0,0.14927124999999997,0.1790420833333333,3.761416666666667,3.6050833333333334,1.0671859380747701,0.9,1
60,1600,3.5,0.0737,255.0,0.14927124999999997,0.1790420833333333,3.761416666666667,3.6050833333333334,1.0671859380747701,1.0,1
60,1600,4.5,0.1806,255.0,0.10845397058823525,0.12187205882352939,4.8223529411764705,4.535132352941177,1.212193476847831,0.1,1
60,1600,4.5,0.1806,255.0,0.10845397058823525,0.12187205882352939,4.8223529411764705,4.535132352941177,1.212193476847831,0.2,1
60,1600,4.5,0.1806,255.0,0.10845397058823525,0.12187205882352939,4.8223529411764705,4.535132352941177,1.212193476847831,0.3,1
60,1600,4.5,0.1806,255.0,0.10845397058823525,0.12187205882352939,4.8223529411764705,4.535132352941177,1.212193476847831,0.4,1
60,1600,4.5,0.1806,255.0,0.10845397058823525,0.12187205882352939,4.8223529411764705,4.535132352941177,1.212193476847831,0.5,1
60,1600,4.5,0.1806,255.0,0.10845397058823525,0.12187205882352939,4.8223529411764705,4.535132352941177,1.212193476847831,0.6,1
60,1600,4.5,0.1806,255.0,0.10845397058823525,0.12187205882352939,4.8223529411764705,4.535132352941177,1.212193476847831,0.7,1
60,1600,4.5,0.1806,255.0,0.10845397058823525,0.12187205882352939,4.8223529411764705,4.535132352941177,1.212193476847831,0.8,1
60,1600,4.5,0.1806,255.0,0.10845397058823525,0.12187205882352939,4.8223529411764705,4.535132352941177,1.212193476847831,0.9,1
60,1600,4.5,0.1806,255.0,0.10845397058823525,0.12187205882352939,4.8223529411764705,4.535132352941177,1.212193476847831,1.0,1
60,1600,5.5,0.2544,249.0,0.0958284722222222,0.11463472222222221,5.410486111111112,4.788333333333333,2.518085813304133,0.1,1
